step,base-mem,mlu-mem,diff_abs,diff_relative,max_error_range,success
122,72300,72160,140,0.0019363762102351315,0.002,1
123,72300,72160,140,0.0019363762102351315,0.002,1
124,72300,72160,140,0.0019363762102351315,0.002,1
125,72300,72160,140,0.0019363762102351315,0.002,1
126,72300,72160,140,0.0019363762102351315,0.002,1
127,72300,72160,140,0.0019363762102351315,0.002,1
128,72300,72160,140,0.0019363762102351315,0.002,1
129,72300,72160,140,0.0019363762102351315,0.002,1
130,72300,72160,140,0.0019363762102351315,0.002,1
131,72300,72160,140,0.0019363762102351315,0.002,1
132,72300,72160,140,0.0019363762102351315,0.002,1
133,72300,72160,140,0.0019363762102351315,0.002,1
134,72300,72160,140,0.0019363762102351315,0.002,1
135,72300,72160,140,0.0019363762102351315,0.002,1
136,72300,72160,140,0.0019363762102351315,0.002,1
137,72300,72160,140,0.0019363762102351315,0.002,1
138,72300,72160,140,0.0019363762102351315,0.002,1
139,72300,72160,140,0.0019363762102351315,0.002,1
140,72300,72160,140,0.0019363762102351315,0.002,1
141,72300,72160,140,0.0019363762102351315,0.002,1
142,72300,72160,140,0.0019363762102351315,0.002,1
143,72300,72160,140,0.0019363762102351315,0.002,1
144,72300,72160,140,0.0019363762102351315,0.002,1
145,72300,72160,140,0.0019363762102351315,0.002,1
146,72300,72160,140,0.0019363762102351315,0.002,1
147,72300,72160,140,0.0019363762102351315,0.002,1
148,72300,72160,140,0.0019363762102351315,0.002,1
149,72300,72160,140,0.0019363762102351315,0.002,1
150,72300,72160,140,0.0019363762102351315,0.002,1
151,72300,72160,140,0.0019363762102351315,0.002,1
152,72300,72160,140,0.0019363762102351315,0.002,1
153,72300,72160,140,0.0019363762102351315,0.002,1
154,72300,72160,140,0.0019363762102351315,0.002,1
155,72300,72160,140,0.0019363762102351315,0.002,1
156,72300,72160,140,0.0019363762102351315,0.002,1
157,72300,72160,140,0.0019363762102351315,0.002,1
158,72300,72160,140,0.0019363762102351315,0.002,1
159,72300,72160,140,0.0019363762102351315,0.002,1
160,72300,72160,140,0.0019363762102351315,0.002,1
161,72300,72160,140,0.0019363762102351315,0.002,1
162,72300,72160,140,0.0019363762102351315,0.002,1
163,72300,72160,140,0.0019363762102351315,0.002,1
164,72300,72160,140,0.0019363762102351315,0.002,1
165,72300,72160,140,0.0019363762102351315,0.002,1
166,72300,72160,140,0.0019363762102351315,0.002,1
167,72300,72160,140,0.0019363762102351315,0.002,1
168,72300,72160,140,0.0019363762102351315,0.002,1
169,72300,72160,140,0.0019363762102351315,0.002,1
170,72300,72160,140,0.0019363762102351315,0.002,1
171,72300,72160,140,0.0019363762102351315,0.002,1
172,72300,72160,140,0.0019363762102351315,0.002,1
173,72300,72160,140,0.0019363762102351315,0.002,1
174,72300,72160,140,0.0019363762102351315,0.002,1
175,72300,72160,140,0.0019363762102351315,0.002,1
176,72300,72160,140,0.0019363762102351315,0.002,1
177,72300,72160,140,0.0019363762102351315,0.002,1
178,72300,72160,140,0.0019363762102351315,0.002,1
179,72300,72160,140,0.0019363762102351315,0.002,1
180,72300,72160,140,0.0019363762102351315,0.002,1
181,72300,72160,140,0.0019363762102351315,0.002,1
182,72300,72160,140,0.0019363762102351315,0.002,1
183,72300,72160,140,0.0019363762102351315,0.002,1
184,72300,72160,140,0.0019363762102351315,0.002,1
185,72300,72160,140,0.0019363762102351315,0.002,1
186,72300,72160,140,0.0019363762102351315,0.002,1
187,72300,72160,140,0.0019363762102351315,0.002,1
188,72300,72160,140,0.0019363762102351315,0.002,1
189,72300,72160,140,0.0019363762102351315,0.002,1
190,72300,72160,140,0.0019363762102351315,0.002,1
191,72300,72160,140,0.0019363762102351315,0.002,1
192,72300,72160,140,0.0019363762102351315,0.002,1
193,72300,72160,140,0.0019363762102351315,0.002,1
194,72300,72160,140,0.0019363762102351315,0.002,1
195,72300,72160,140,0.0019363762102351315,0.002,1
196,72300,72160,140,0.0019363762102351315,0.002,1
197,72300,72160,140,0.0019363762102351315,0.002,1
198,72300,72160,140,0.0019363762102351315,0.002,1
199,72300,72160,140,0.0019363762102351315,0.002,1
200,72300,72160,140,0.0019363762102351315,0.002,1
201,72300,72160,140,0.0019363762102351315,0.002,1
202,72300,72160,140,0.0019363762102351315,0.002,1
203,72300,72160,140,0.0019363762102351315,0.002,1
204,72300,72160,140,0.0019363762102351315,0.002,1
205,72300,72160,140,0.0019363762102351315,0.002,1
206,72300,72160,140,0.0019363762102351315,0.002,1
207,72300,72160,140,0.0019363762102351315,0.002,1
208,72300,72160,140,0.0019363762102351315,0.002,1
209,72300,72160,140,0.0019363762102351315,0.002,1
210,72300,72160,140,0.0019363762102351315,0.002,1
211,72300,72160,140,0.0019363762102351315,0.002,1
212,72300,72160,140,0.0019363762102351315,0.002,1
213,72300,72160,140,0.0019363762102351315,0.002,1
214,72300,72160,140,0.0019363762102351315,0.002,1
215,72300,72160,140,0.0019363762102351315,0.002,1
216,72300,72160,140,0.0019363762102351315,0.002,1
217,72300,72160,140,0.0019363762102351315,0.002,1
218,72300,72160,140,0.0019363762102351315,0.002,1
219,72300,72160,140,0.0019363762102351315,0.002,1
220,72300,72160,140,0.0019363762102351315,0.002,1
221,72300,72160,140,0.0019363762102351315,0.002,1
222,72300,72160,140,0.0019363762102351315,0.002,1
223,72300,72160,140,0.0019363762102351315,0.002,1
224,72300,72160,140,0.0019363762102351315,0.002,1
225,72300,72160,140,0.0019363762102351315,0.002,1
226,72300,72160,140,0.0019363762102351315,0.002,1
227,72300,72160,140,0.0019363762102351315,0.002,1
228,72300,72160,140,0.0019363762102351315,0.002,1
229,72300,72160,140,0.0019363762102351315,0.002,1
230,72300,72160,140,0.0019363762102351315,0.002,1
231,72300,72160,140,0.0019363762102351315,0.002,1
232,72300,72160,140,0.0019363762102351315,0.002,1
233,72300,72160,140,0.0019363762102351315,0.002,1
234,72300,72160,140,0.0019363762102351315,0.002,1
235,72300,72160,140,0.0019363762102351315,0.002,1
236,72300,72160,140,0.0019363762102351315,0.002,1
237,72300,72160,140,0.0019363762102351315,0.002,1
238,72300,72160,140,0.0019363762102351315,0.002,1
239,72300,72160,140,0.0019363762102351315,0.002,1
240,72300,72160,140,0.0019363762102351315,0.002,1
241,72300,72160,140,0.0019363762102351315,0.002,1
242,72300,72160,140,0.0019363762102351315,0.002,1
243,72300,72160,140,0.0019363762102351315,0.002,1
244,72300,72160,140,0.0019363762102351315,0.002,1
245,72300,72160,140,0.0019363762102351315,0.002,1
246,72300,72160,140,0.0019363762102351315,0.002,1
247,72300,72160,140,0.0019363762102351315,0.002,1
248,72300,72160,140,0.0019363762102351315,0.002,1
249,72300,72160,140,0.0019363762102351315,0.002,1
250,72300,72160,140,0.0019363762102351315,0.002,1
251,72300,72160,140,0.0019363762102351315,0.002,1
252,72300,72160,140,0.0019363762102351315,0.002,1
253,72300,72160,140,0.0019363762102351315,0.002,1
254,72300,72160,140,0.0019363762102351315,0.002,1
255,72300,72160,140,0.0019363762102351315,0.002,1
256,72300,72160,140,0.0019363762102351315,0.002,1
257,72300,72160,140,0.0019363762102351315,0.002,1
258,72300,72160,140,0.0019363762102351315,0.002,1
259,72300,72160,140,0.0019363762102351315,0.002,1
260,72300,72160,140,0.0019363762102351315,0.002,1
261,72300,72160,140,0.0019363762102351315,0.002,1
262,72300,72160,140,0.0019363762102351315,0.002,1
263,72300,72160,140,0.0019363762102351315,0.002,1
264,72300,72160,140,0.0019363762102351315,0.002,1
265,72300,72160,140,0.0019363762102351315,0.002,1
266,72300,72160,140,0.0019363762102351315,0.002,1
267,72300,72160,140,0.0019363762102351315,0.002,1
268,72300,72160,140,0.0019363762102351315,0.002,1
269,72300,72160,140,0.0019363762102351315,0.002,1
270,72300,72160,140,0.0019363762102351315,0.002,1
271,72300,72160,140,0.0019363762102351315,0.002,1
272,72300,72160,140,0.0019363762102351315,0.002,1
273,72300,72160,140,0.0019363762102351315,0.002,1
274,72300,72160,140,0.0019363762102351315,0.002,1
275,72300,72160,140,0.0019363762102351315,0.002,1
276,72300,72160,140,0.0019363762102351315,0.002,1
277,72300,72160,140,0.0019363762102351315,0.002,1
278,72300,72160,140,0.0019363762102351315,0.002,1
279,72300,72160,140,0.0019363762102351315,0.002,1
280,72300,72160,140,0.0019363762102351315,0.002,1
281,72300,72160,140,0.0019363762102351315,0.002,1
282,72300,72160,140,0.0019363762102351315,0.002,1
283,72300,72160,140,0.0019363762102351315,0.002,1
284,72300,72160,140,0.0019363762102351315,0.002,1
285,72300,72160,140,0.0019363762102351315,0.002,1
286,72300,72160,140,0.0019363762102351315,0.002,1
287,72300,72160,140,0.0019363762102351315,0.002,1
288,72300,72160,140,0.0019363762102351315,0.002,1
289,72300,72160,140,0.0019363762102351315,0.002,1
290,72300,72160,140,0.0019363762102351315,0.002,1
291,72300,72160,140,0.0019363762102351315,0.002,1
292,72300,72160,140,0.0019363762102351315,0.002,1
293,72300,72160,140,0.0019363762102351315,0.002,1
294,72300,72160,140,0.0019363762102351315,0.002,1
295,72300,72160,140,0.0019363762102351315,0.002,1
296,72300,72160,140,0.0019363762102351315,0.002,1
297,72300,72160,140,0.0019363762102351315,0.002,1
298,72300,72160,140,0.0019363762102351315,0.002,1
299,72300,72160,140,0.0019363762102351315,0.002,1
300,72300,72160,140,0.0019363762102351315,0.002,1
301,72300,72160,140,0.0019363762102351315,0.002,1
302,72300,72160,140,0.0019363762102351315,0.002,1
303,72300,72160,140,0.0019363762102351315,0.002,1
304,72300,72160,140,0.0019363762102351315,0.002,1
305,72300,72160,140,0.0019363762102351315,0.002,1
306,72300,72160,140,0.0019363762102351315,0.002,1
307,72300,72160,140,0.0019363762102351315,0.002,1
308,72300,72160,140,0.0019363762102351315,0.002,1
309,72300,72160,140,0.0019363762102351315,0.002,1
310,72300,72160,140,0.0019363762102351315,0.002,1
311,72300,72160,140,0.0019363762102351315,0.002,1
312,72300,72160,140,0.0019363762102351315,0.002,1
313,72300,72160,140,0.0019363762102351315,0.002,1
314,72300,72160,140,0.0019363762102351315,0.002,1
315,72300,72160,140,0.0019363762102351315,0.002,1
316,72300,72160,140,0.0019363762102351315,0.002,1
317,72300,72160,140,0.0019363762102351315,0.002,1
318,72300,72160,140,0.0019363762102351315,0.002,1
319,72300,72160,140,0.0019363762102351315,0.002,1
320,72300,72160,140,0.0019363762102351315,0.002,1
321,72300,72160,140,0.0019363762102351315,0.002,1
322,72300,72160,140,0.0019363762102351315,0.002,1
323,72300,72160,140,0.0019363762102351315,0.002,1
324,72300,72160,140,0.0019363762102351315,0.002,1
325,72300,72160,140,0.0019363762102351315,0.002,1
326,72300,72160,140,0.0019363762102351315,0.002,1
327,72300,72160,140,0.0019363762102351315,0.002,1
328,72300,72160,140,0.0019363762102351315,0.002,1
329,72300,72160,140,0.0019363762102351315,0.002,1
330,72300,72160,140,0.0019363762102351315,0.002,1
331,72300,72160,140,0.0019363762102351315,0.002,1
332,72300,72160,140,0.0019363762102351315,0.002,1
333,72300,72160,140,0.0019363762102351315,0.002,1
334,72300,72160,140,0.0019363762102351315,0.002,1
335,72300,72160,140,0.0019363762102351315,0.002,1
336,72300,72160,140,0.0019363762102351315,0.002,1
337,72300,72160,140,0.0019363762102351315,0.002,1
338,72300,72160,140,0.0019363762102351315,0.002,1
339,72300,72160,140,0.0019363762102351315,0.002,1
340,72300,72160,140,0.0019363762102351315,0.002,1
341,72300,72160,140,0.0019363762102351315,0.002,1
342,72300,72160,140,0.0019363762102351315,0.002,1
343,72300,72160,140,0.0019363762102351315,0.002,1
344,72300,72160,140,0.0019363762102351315,0.002,1
345,72300,72160,140,0.0019363762102351315,0.002,1
346,72300,72160,140,0.0019363762102351315,0.002,1
347,72300,72160,140,0.0019363762102351315,0.002,1
348,72300,72160,140,0.0019363762102351315,0.002,1
349,72300,72160,140,0.0019363762102351315,0.002,1
350,72300,72160,140,0.0019363762102351315,0.002,1
351,72300,72160,140,0.0019363762102351315,0.002,1
352,72300,72160,140,0.0019363762102351315,0.002,1
353,72300,72160,140,0.0019363762102351315,0.002,1
354,72300,72160,140,0.0019363762102351315,0.002,1
355,72300,72160,140,0.0019363762102351315,0.002,1
356,72300,72160,140,0.0019363762102351315,0.002,1
357,72300,72160,140,0.0019363762102351315,0.002,1
358,72300,72160,140,0.0019363762102351315,0.002,1
359,72300,72160,140,0.0019363762102351315,0.002,1
360,72300,72160,140,0.0019363762102351315,0.002,1
361,72300,72160,140,0.0019363762102351315,0.002,1
362,72300,72160,140,0.0019363762102351315,0.002,1
363,72300,72160,140,0.0019363762102351315,0.002,1
364,72300,72160,140,0.0019363762102351315,0.002,1
365,72300,72160,140,0.0019363762102351315,0.002,1
366,72300,72160,140,0.0019363762102351315,0.002,1
367,72300,72160,140,0.0019363762102351315,0.002,1
368,72300,72160,140,0.0019363762102351315,0.002,1
369,72300,72160,140,0.0019363762102351315,0.002,1
370,72300,72160,140,0.0019363762102351315,0.002,1
371,72300,72160,140,0.0019363762102351315,0.002,1
372,72300,72160,140,0.0019363762102351315,0.002,1
373,72300,72160,140,0.0019363762102351315,0.002,1
374,72300,72160,140,0.0019363762102351315,0.002,1
375,72300,72160,140,0.0019363762102351315,0.002,1
376,72300,72160,140,0.0019363762102351315,0.002,1
377,72300,72160,140,0.0019363762102351315,0.002,1
378,72300,72160,140,0.0019363762102351315,0.002,1
379,72300,72160,140,0.0019363762102351315,0.002,1
380,72300,72160,140,0.0019363762102351315,0.002,1
381,72300,72160,140,0.0019363762102351315,0.002,1
382,72300,72160,140,0.0019363762102351315,0.002,1
383,72300,72160,140,0.0019363762102351315,0.002,1
384,72300,72160,140,0.0019363762102351315,0.002,1
385,72300,72160,140,0.0019363762102351315,0.002,1
386,72300,72160,140,0.0019363762102351315,0.002,1
387,72300,72160,140,0.0019363762102351315,0.002,1
388,72300,72160,140,0.0019363762102351315,0.002,1
389,72300,72160,140,0.0019363762102351315,0.002,1
390,72300,72160,140,0.0019363762102351315,0.002,1
391,72300,72160,140,0.0019363762102351315,0.002,1
392,72300,72160,140,0.0019363762102351315,0.002,1
393,72300,72160,140,0.0019363762102351315,0.002,1
394,72300,72160,140,0.0019363762102351315,0.002,1
395,72300,72160,140,0.0019363762102351315,0.002,1
396,72300,72160,140,0.0019363762102351315,0.002,1
397,72300,72160,140,0.0019363762102351315,0.002,1
398,72300,72160,140,0.0019363762102351315,0.002,1
399,72300,72160,140,0.0019363762102351315,0.002,1
400,72300,72160,140,0.0019363762102351315,0.002,1
401,72300,72160,140,0.0019363762102351315,0.002,1
402,72300,72160,140,0.0019363762102351315,0.002,1
403,72300,72160,140,0.0019363762102351315,0.002,1
404,72300,72160,140,0.0019363762102351315,0.002,1
405,72300,72160,140,0.0019363762102351315,0.002,1
406,72300,72160,140,0.0019363762102351315,0.002,1
407,72300,72160,140,0.0019363762102351315,0.002,1
408,72300,72160,140,0.0019363762102351315,0.002,1
409,72300,72160,140,0.0019363762102351315,0.002,1
410,72300,72160,140,0.0019363762102351315,0.002,1
411,72300,72160,140,0.0019363762102351315,0.002,1
412,72300,72160,140,0.0019363762102351315,0.002,1
413,72300,72160,140,0.0019363762102351315,0.002,1
414,72300,72160,140,0.0019363762102351315,0.002,1
415,72300,72160,140,0.0019363762102351315,0.002,1
416,72300,72160,140,0.0019363762102351315,0.002,1
417,72300,72160,140,0.0019363762102351315,0.002,1
418,72300,72160,140,0.0019363762102351315,0.002,1
419,72300,72160,140,0.0019363762102351315,0.002,1
420,72300,72160,140,0.0019363762102351315,0.002,1
421,72300,72160,140,0.0019363762102351315,0.002,1
422,72300,72160,140,0.0019363762102351315,0.002,1
423,72300,72160,140,0.0019363762102351315,0.002,1
424,72300,72160,140,0.0019363762102351315,0.002,1
425,72300,72160,140,0.0019363762102351315,0.002,1
426,72300,72160,140,0.0019363762102351315,0.002,1
427,72300,72160,140,0.0019363762102351315,0.002,1
428,72300,72160,140,0.0019363762102351315,0.002,1
429,72300,72160,140,0.0019363762102351315,0.002,1
430,72300,72160,140,0.0019363762102351315,0.002,1
431,72300,72160,140,0.0019363762102351315,0.002,1
432,72300,72160,140,0.0019363762102351315,0.002,1
433,72300,72160,140,0.0019363762102351315,0.002,1
434,72300,72160,140,0.0019363762102351315,0.002,1
435,72300,72160,140,0.0019363762102351315,0.002,1
436,72300,72160,140,0.0019363762102351315,0.002,1
437,72300,72160,140,0.0019363762102351315,0.002,1
438,72300,72160,140,0.0019363762102351315,0.002,1
439,72300,72160,140,0.0019363762102351315,0.002,1
440,72300,72160,140,0.0019363762102351315,0.002,1
441,72300,72160,140,0.0019363762102351315,0.002,1
442,72300,72160,140,0.0019363762102351315,0.002,1
443,72300,72160,140,0.0019363762102351315,0.002,1
444,72300,72160,140,0.0019363762102351315,0.002,1
445,72300,72160,140,0.0019363762102351315,0.002,1
446,72300,72160,140,0.0019363762102351315,0.002,1
447,72300,72160,140,0.0019363762102351315,0.002,1
448,72300,72160,140,0.0019363762102351315,0.002,1
449,72300,72160,140,0.0019363762102351315,0.002,1
450,72300,72160,140,0.0019363762102351315,0.002,1
451,72300,72160,140,0.0019363762102351315,0.002,1
452,72300,72160,140,0.0019363762102351315,0.002,1
453,72300,72160,140,0.0019363762102351315,0.002,1
454,72300,72160,140,0.0019363762102351315,0.002,1
455,72300,72160,140,0.0019363762102351315,0.002,1
456,72300,72160,140,0.0019363762102351315,0.002,1
457,72300,72160,140,0.0019363762102351315,0.002,1
458,72300,72160,140,0.0019363762102351315,0.002,1
459,72300,72160,140,0.0019363762102351315,0.002,1
460,72300,72160,140,0.0019363762102351315,0.002,1
461,72300,72160,140,0.0019363762102351315,0.002,1
462,72300,72160,140,0.0019363762102351315,0.002,1
463,72300,72160,140,0.0019363762102351315,0.002,1
464,72300,72160,140,0.0019363762102351315,0.002,1
465,72300,72160,140,0.0019363762102351315,0.002,1
466,72300,72160,140,0.0019363762102351315,0.002,1
467,72300,72160,140,0.0019363762102351315,0.002,1
468,72300,72160,140,0.0019363762102351315,0.002,1
469,72300,72160,140,0.0019363762102351315,0.002,1
470,72300,72160,140,0.0019363762102351315,0.002,1
471,72300,72160,140,0.0019363762102351315,0.002,1
472,72300,72160,140,0.0019363762102351315,0.002,1
473,72300,72160,140,0.0019363762102351315,0.002,1
474,72300,72160,140,0.0019363762102351315,0.002,1
475,72300,72160,140,0.0019363762102351315,0.002,1
476,72300,72160,140,0.0019363762102351315,0.002,1
477,72300,72160,140,0.0019363762102351315,0.002,1
478,72300,72160,140,0.0019363762102351315,0.002,1
479,72300,72160,140,0.0019363762102351315,0.002,1
480,72300,72160,140,0.0019363762102351315,0.002,1
481,72300,72160,140,0.0019363762102351315,0.002,1
482,72300,72160,140,0.0019363762102351315,0.002,1
483,72300,72160,140,0.0019363762102351315,0.002,1
484,72300,72160,140,0.0019363762102351315,0.002,1
485,72300,72160,140,0.0019363762102351315,0.002,1
486,72300,72160,140,0.0019363762102351315,0.002,1
487,72300,72160,140,0.0019363762102351315,0.002,1
488,72300,72160,140,0.0019363762102351315,0.002,1
489,72300,72160,140,0.0019363762102351315,0.002,1
490,72300,72160,140,0.0019363762102351315,0.002,1
491,72300,72160,140,0.0019363762102351315,0.002,1
492,72300,72160,140,0.0019363762102351315,0.002,1
493,72300,72160,140,0.0019363762102351315,0.002,1
494,72300,72160,140,0.0019363762102351315,0.002,1
495,72300,72160,140,0.0019363762102351315,0.002,1
496,72300,72160,140,0.0019363762102351315,0.002,1
497,72300,72160,140,0.0019363762102351315,0.002,1
498,72300,72160,140,0.0019363762102351315,0.002,1
499,72300,72160,140,0.0019363762102351315,0.002,1
500,72300,72160,140,0.0019363762102351315,0.002,1
501,72300,72160,140,0.0019363762102351315,0.002,1
502,72300,72160,140,0.0019363762102351315,0.002,1
503,72300,72160,140,0.0019363762102351315,0.002,1
504,72300,72160,140,0.0019363762102351315,0.002,1
505,72300,72160,140,0.0019363762102351315,0.002,1
506,72300,72160,140,0.0019363762102351315,0.002,1
507,72300,72160,140,0.0019363762102351315,0.002,1
508,72300,72160,140,0.0019363762102351315,0.002,1
509,72300,72160,140,0.0019363762102351315,0.002,1
510,72300,72160,140,0.0019363762102351315,0.002,1
511,72300,72160,140,0.0019363762102351315,0.002,1
512,72300,72160,140,0.0019363762102351315,0.002,1
513,72300,72160,140,0.0019363762102351315,0.002,1
514,72300,72160,140,0.0019363762102351315,0.002,1
515,72300,72160,140,0.0019363762102351315,0.002,1
516,72300,72160,140,0.0019363762102351315,0.002,1
517,72300,72160,140,0.0019363762102351315,0.002,1
518,72300,72160,140,0.0019363762102351315,0.002,1
519,72300,72160,140,0.0019363762102351315,0.002,1
520,72300,72160,140,0.0019363762102351315,0.002,1
521,72300,72160,140,0.0019363762102351315,0.002,1
522,72300,72160,140,0.0019363762102351315,0.002,1
523,72300,72160,140,0.0019363762102351315,0.002,1
524,72300,72160,140,0.0019363762102351315,0.002,1
525,72300,72160,140,0.0019363762102351315,0.002,1
526,72300,72160,140,0.0019363762102351315,0.002,1
527,72300,72160,140,0.0019363762102351315,0.002,1
528,72300,72160,140,0.0019363762102351315,0.002,1
529,72300,72160,140,0.0019363762102351315,0.002,1
530,72300,72160,140,0.0019363762102351315,0.002,1
531,72300,72160,140,0.0019363762102351315,0.002,1
532,72300,72160,140,0.0019363762102351315,0.002,1
533,72300,72160,140,0.0019363762102351315,0.002,1
534,72300,72160,140,0.0019363762102351315,0.002,1
